uid,sid,rating
424,316,8
2087,9,7
2726,313,8
3535,317,6
946,264,7
1342,318,9
2285,319,9
2065,320,9
1965,321,8
1951,38,10
3873,322,7
133,323,7
967,324,9
3288,325,7
726,57,10
2055,326,8
3500,11,10
1461,327,9
75,328,9
1525,132,8
1642,329,8
1353,330,10
923,331,7
3228,332,7
1118,333,8
4008,334,9
2562,335,7
3552,336,10
1596,337,8
1757,338,9
1703,339,6
2694,340,9
887,341,8
1762,342,7
980,343,9
274,167,8
1720,344,8
203,345,7
1594,181,10
3469,346,5
387,147,8
2191,94,9
1108,347,7
146,348,7
3375,349,7
2317,350,7
2216,351,10
426,352,8
1144,353,10
944,354,9
593,181,9
2104,355,7
1418,356,7
2701,357,10
1764,68,7
68,319,9
1592,190,9
2183,358,7
3897,359,8
137,360,10
3621,361,7
3020,362,7
2534,199,9
169,363,7
1763,364,4
1234,365,9
2698,18,8
2709,109,8
199,366,10
2103,367,7
3923,368,8
3015,369,7
2618,38,8
330,370,9
4042,371,8
1936,372,7
1306,126,10
1764,373,5
2547,10,9
837,374,8
1610,137,10
4003,375,7
2672,376,7
3141,377,8
3034,211,10
1592,240,7
3231,378,6
3363,379,7
1209,380,8
2931,381,7
2508,382,6
2672,383,7
412,384,8
401,77,8
2072,214,8
1964,385,7
3673,386,7
2694,387,8
141,388,4
2647,389,8
967,390,8
1257,391,9
2651,392,8
3827,11,8
166,393,8
3375,394,9
3217,395,10
987,396,10
1,392,6
3260,397,8
2825,244,7
665,398,7
3716,399,7
3310,72,9
3989,339,10
1699,400,9
1297,401,8
3032,402,5
2734,403,5
2763,404,9
172,162,8
2321,405,10
2131,406,3
1009,407,6
802,408,10
1086,409,8
203,265,8
3452,410,8
564,353,8
3040,13,8
11,411,8
474,412,9
2421,413,7
1526,414,8
158,415,10
1338,323,5
615,416,9
2753,417,10
514,98,9
2098,418,8
83,19,9
2572,419,9
1408,420,8
3899,421,7
474,422,9
2414,62,6
726,272,7
2191,423,8
633,424,8
1444,425,9
2055,151,9
65,426,7
3152,427,7
2065,127,6
1035,428,8
2586,394,7
2191,429,8
1467,430,9
1983,5,10
153,431,10
2352,360,9
566,432,10
3847,433,8
1229,434,4
1362,435,7
2233,436,7
3011,101,9
2919,437,7
2377,438,9
3155,178,7
151,317,10
2732,439,10
2594,184,9
2413,440,7
3830,441,8
3822,442,9
14,81,10
1467,443,7
2597,444,8
921,257,7
424,257,7
3847,445,8
3309,446,7
2335,447,8
1050,261,9
2694,49,10
1271,448,8
2940,449,8
1620,450,8
3669,451,6
3779,452,7
2374,399,9
2741,453,5
148,454,8
1916,367,4
4040,455,7
2150,325,6
1523,353,9
1024,456,10
522,457,8
2297,458,3
2656,459,10
3026,460,7
3492,461,7
1488,462,10
2068,463,4
1530,217,9
1406,283,7
332,464,9
2120,465,7
2113,466,10
3213,41,10
751,182,8
941,467,10
458,51,8
3298,162,7
207,284,7
504,168,7
1863,375,5
216,468,7
2120,469,7
682,421,7
3211,470,8
1040,471,8
2183,472,8
1373,473,7
2516,474,8
2552,475,10
267,476,9
2249,428,8
3022,477,10
871,72,7
2732,5,8
1757,478,9
1680,479,3
1245,480,8
379,340,8
3099,360,8
1747,262,8
1565,481,4
2586,482,6
2520,483,9
3363,301,7
3139,57,8
281,484,8
1271,10,10
3092,485,10
541,486,8
644,477,8
3249,487,8
169,488,9
1062,489,9
1711,490,6
108,23,7
1341,491,9
308,492,7
2571,493,9
753,168,8
3407,309,9
2926,494,9
3196,24,10
1554,184,9
967,459,8
2564,495,8
2822,496,7
3174,497,6
849,33,10
2040,498,9
2153,50,9
2773,499,10
1097,185,10
401,78,9
2659,500,10
4050,501,8
2753,502,8
3632,503,6
2757,241,7
1951,355,7
1338,504,7
2401,505,10
3470,506,8
1097,507,7
61,225,9
3293,508,6
633,509,10
2310,44,8
2802,510,7
2511,511,7
3124,134,9
1940,167,9
3236,98,6
2387,512,9
3695,513,9
10,514,7
3378,282,10
991,159,8
2572,515,9
929,381,4
2739,25,8
840,516,9
2512,410,7
1872,77,9
4034,517,7
2695,518,5
1240,519,9
758,418,9
476,478,8
3117,171,8
3813,520,9
3979,481,8
1854,109,6
2191,427,8
1860,521,8
3092,522,10
3921,339,10
358,523,6
122,524,7
4021,525,7
4050,526,8
1153,527,7
1270,513,10
2039,5,9
2562,23,7
2240,528,5
661,529,9
2360,530,4
288,531,8
288,532,8
414,371,8
918,533,10
2038,534,8
1989,388,8
63,535,9
2693,536,9
1257,537,10
553,353,8
1910,538,9
1841,539,6
885,540,10
1389,541,7
2485,352,9
3865,335,9
3330,542,8
991,543,7
827,544,8
478,545,7
2468,546,7
1170,547,7
1118,548,8
1591,49,9
1900,549,8
3945,550,7
2896,72,10
2695,551,10
3594,552,7
83,553,9
1954,554,9
388,555,7
2828,101,10
442,179,8
470,556,6
1237,557,7
2414,558,6
1343,559,7
2534,39,7
2336,560,6
2364,561,9
2951,562,6
1343,563,7
3165,564,5
2687,18,8
2926,565,7
1344,566,8
3330,146,7
2740,137,10
893,567,5
136,568,9
3376,569,7
1665,570,9
639,571,5
520,379,9
1197,572,9
2297,573,7
290,183,10
1843,144,8
3941,417,6
705,574,7
1097,575,10
2697,576,10
967,577,10
3262,578,9
3942,579,8
1037,215,7
1962,428,10
337,580,8
1077,581,8
1872,582,5
355,583,6
504,26,8
1579,584,9
166,585,7
1823,439,8
3621,225,8
3809,586,8
2275,587,8
188,588,7
949,217,6
2224,589,10
2713,590,8
2018,591,9
3832,592,8
2106,593,10
2793,401,9
2693,594,7
3830,595,7
3185,596,9
1107,463,8
532,211,8
355,597,5
3040,598,8
3719,119,9
2467,599,9
2817,540,8
2196,600,7
1085,601,8
2055,602,9
3084,603,7
2825,604,9
3700,605,8
3228,570,8
1368,606,5
2065,607,7
3632,608,7
3148,458,8
2602,388,7
2700,609,7
3537,94,5
604,610,8
1513,311,10
2590,611,8
861,612,10
1530,613,7
1147,614,10
593,615,9
216,616,7
2278,617,9
931,618,10
2654,72,9
169,619,7
1118,74,7
1231,620,9
2710,621,6
1376,622,8
684,255,7
2383,39,8
2531,500,7
2221,623,10
2586,624,6
2720,625,7
3273,626,4
996,627,9
3847,628,6
1343,98,8
372,629,10
1863,630,7
379,38,6
2763,631,10
2790,632,8
1207,456,9
4063,134,9
2597,633,9
301,196,7
2889,634,10
1463,604,10
785,635,8
84,636,8
3424,637,7
2769,465,8
3592,638,8
2682,639,7
3260,77,8
657,132,9
319,562,7
2688,640,7
1379,51,8
1374,468,7
1877,367,8
830,202,10
1901,217,9
1687,632,8
2373,641,7
3075,408,7
3430,319,10
2401,292,10
2790,642,9
38,231,6
3419,342,8
3171,643,9
1483,644,7
118,249,8
1253,645,10
507,646,6
1410,647,10
4063,648,8
1990,649,9
522,71,7
142,233,10
1739,13,7
3240,197,10
1955,554,6
1764,302,4
1877,391,10
3500,318,4
2795,10,7
2745,478,10
3203,650,10
1440,138,8
374,651,7
3656,474,6
2709,652,8
3476,400,9
503,217,10
166,653,9
3362,654,5
2275,98,9
1045,655,8
2208,656,8
3759,657,6
1376,184,7
577,658,9
3275,659,4
199,660,6
2034,240,8
2360,661,6
2659,662,10
1564,663,8
1839,283,8
624,381,7
3837,664,8
1323,367,6
1109,649,8
857,665,9
1216,666,10
169,667,7
3074,668,6
203,254,6
1733,669,1
940,670,10
1640,13,8
1771,671,5
1860,672,8
3893,673,8
1299,137,9
1966,600,6
2722,648,7
4038,651,8
3054,674,5
2793,531,7
3131,675,10
1981,138,9
4017,676,7
2223,530,8
3570,108,8
2454,677,7
1756,282,10
3489,678,10
3847,233,8
678,679,9
1529,319,6
3656,202,7
2546,51,8
1980,391,9
1532,680,6
1501,681,10
1442,682,7
1594,268,7
3378,682,10
1538,242,5
1692,683,8
3669,684,9
474,450,6
1216,685,10
3607,686,10
2491,687,7
856,130,7
1000,688,6
3713,689,9
1782,469,9
1899,690,10
1300,45,9
2168,691,5
126,692,8
1216,693,8
1911,284,8
1831,77,9
1399,694,10
2334,314,8
2477,695,9
526,402,7
915,696,6
1733,309,4
1724,620,9
3945,697,8
2068,698,4
1415,216,10
2725,699,9
1296,300,10
3710,98,6
102,24,5
661,700,8
3358,701,9
1499,633,8
1029,702,8
4019,703,7
1965,704,8
3139,705,7
3158,360,8
84,706,7
567,707,8
557,612,8
2934,708,5
3330,288,8
1670,709,6
765,353,6
3339,230,10
2303,433,7
1153,710,6
721,338,10
865,711,9
941,712,8
3305,301,10
2074,713,8
2635,714,10
1325,224,9
1128,138,8
639,715,8
2826,134,10
2086,28,7
1945,583,7
3727,228,9
3793,698,6
1965,716,7
1692,717,9
3110,718,6
3941,719,6
4000,720,6
3463,721,4
1823,722,7
1478,22,10
1488,723,7
301,76,8
599,724,6
451,333,7
1107,725,8
2371,726,7
2817,689,7
1033,727,9
2559,291,8
3279,51,6
1921,548,5
967,100,8
1085,728,3
1558,262,9
941,729,8
937,730,6
4006,521,7
2486,731,9
474,732,9
3718,467,10
2393,101,7
1035,733,5
3537,475,9
3579,734,4
2817,735,8
4017,657,8
2942,736,8
1688,737,8
1350,738,10
1510,417,7
328,698,7
608,138,9
902,437,8
724,306,8
325,739,7
1003,638,10
1667,250,7
1552,740,7
2393,327,8
3005,741,10
65,742,4
3129,478,8
516,743,8
10,744,8
420,745,4
1444,736,9
986,600,7
2468,746,9
657,238,7
802,747,7
93,591,9
355,748,9
3249,359,8
3071,749,9
626,602,8
2313,750,8
444,683,8
1205,8,9
2330,155,10
3773,10,7
1117,18,7
2896,415,10
3164,325,6
3078,16,10
1142,751,9
3066,752,3
1867,753,8
3375,754,8
2892,755,7
1414,499,10
1214,756,8
802,757,8
3665,758,4
2103,176,4
876,217,8
2787,759,8
1940,760,9
2696,440,7
1572,761,8
3151,762,9
657,763,7
1061,764,9
3883,217,9
3203,765,10
721,228,10
987,621,5
2038,766,8
1650,653,10
2552,493,8
1400,202,10
1235,767,4
1170,768,9
2348,420,7
1733,769,3
1704,591,10
996,58,10
2501,770,6
3124,302,8
2078,771,8
1993,772,10
967,759,8
1852,602,10
474,773,9
1297,774,7
917,696,8
1594,775,10
1770,100,7
3083,70,6
1558,725,7
3592,776,7
1234,391,9
458,109,9
3716,356,7
755,57,7
3986,386,9
2167,777,8
967,529,8
3493,778,8
2310,314,8
5,35,9
622,779,8
1282,10,6
1577,51,8
2442,130,9
2981,434,7
2191,780,9
181,561,10
3699,781,6
1964,782,7
311,783,8
2256,331,7
846,784,10
3155,282,8
1407,785,8
436,42,8
2511,786,8
981,269,9
2647,235,7
1024,787,4
2360,788,6
1343,789,7
595,85,9
2724,228,7
1964,790,6
1475,761,8
3820,79,7
3262,791,3
3169,792,8
1915,793,7
1475,84,10
2693,794,8
800,586,9
1455,449,8
2359,795,10
3835,317,9
3395,796,7
1201,50,9
1240,484,10
887,6,8
1154,130,10
3039,63,6
1547,143,8
979,797,6
749,798,10
1493,278,8
2774,799,8
1909,578,9
3236,247,6
3193,17,7
321,364,5
2375,800,7
2678,801,10
638,72,7
1972,13,9
3945,592,5
3479,228,8
199,802,5
1762,717,7
1780,78,8
1489,272,6
2775,803,7
2866,356,7
149,804,8
149,24,7
1097,17,9
2781,78,8
478,805,8
4012,806,6
1873,373,8
3997,807,8
661,808,7
3592,487,8
1041,809,9
73,810,9
284,275,8
2207,13,8
3149,498,10
2855,811,9
2858,78,7
887,531,8
1576,184,7
3628,762,10
289,812,9
1350,487,9
2065,813,3
46,683,8
220,814,7
555,815,8
1089,554,3
1303,816,9
362,817,7
1214,554,10
424,818,8
2514,338,8
2152,819,7
1953,199,10
1184,395,9
2528,11,10
1240,528,9
1500,820,5
3488,159,7
2583,821,10
317,130,10
1036,229,4
1083,466,10
751,822,8
912,301,10
259,823,6
1465,824,9
604,825,7
1088,417,9
1970,826,7
1988,593,9
2134,827,8
1909,828,7
1235,829,5
1075,76,7
269,725,7
452,459,8
424,830,8
1178,831,9
1465,532,8
2511,832,8
2539,50,7
4045,404,10
500,833,6
1483,216,7
84,834,8
474,835,7
2790,836,7
2442,837,9
1719,178,7
2734,838,7
4003,839,6
753,538,8
3649,657,8
1730,16,9
1062,840,8
4017,841,7
2511,418,8
404,570,9
2369,842,7
9,843,7
1286,844,5
803,750,5
35,503,9
3039,845,8
1035,600,5
1041,98,10
1627,68,10
3953,846,8
1703,602,6
3603,317,10
857,697,10
1141,847,10
1152,848,7
2978,11,10
805,464,9
2903,418,9
515,72,10
3075,347,7
890,849,9
2990,850,9
39,851,7
3262,284,6
2562,780,7
1392,852,6
312,353,8
1218,756,8
2552,853,7
211,423,7
1218,854,6
3228,855,10
3945,856,8
137,497,10
1448,857,9
2556,657,7
3288,858,8
3861,49,8
137,447,10
974,79,6
2511,703,7
3005,219,9
118,641,7
698,859,10
3200,714,10
339,860,7
1839,861,7
2664,804,7
2926,862,6
2603,863,7
1353,827,8
3659,58,8
1592,693,7
3940,211,10
2483,49,10
3208,864,8
1410,837,9
1714,865,3
1782,633,8
3452,546,8
1539,718,10
2038,185,9
2345,866,10
743,663,8
3487,225,9
1762,867,7
2083,604,10
1591,868,7
802,15,9
1269,869,8
721,870,10
880,871,9
1077,872,8
2180,873,4
3340,653,9
3288,874,7
1561,875,7
1037,474,6
1545,876,10
2677,877,5
2774,727,7
3500,448,8
1410,641,10
1758,878,6
887,173,7
1299,320,9
3262,217,7
1733,879,4
753,261,9
2556,880,9
1175,68,8
2201,349,6
4052,542,9
2040,881,9
2896,882,10
1965,883,7
507,884,8
3639,532,7
1779,885,7
1949,886,8
1211,314,10
746,887,10
2195,289,9
953,649,10
2741,552,8
1107,888,10
207,809,8
3050,690,9
2086,889,8
1974,224,10
3039,890,8
3199,16,10
1110,643,8
3424,891,7
3841,13,10
3594,25,5
1828,447,8
1988,119,7
3651,219,9
3510,819,7
2668,197,8
3709,611,6
252,892,6
2361,224,7
929,893,3
394,262,7
2240,337,5
1016,138,7
22,191,8
1552,894,8
1515,895,5
2221,896,10
1470,13,8
1718,32,9
2748,897,9
643,261,10
915,464,9
3369,898,6
2617,512,10
471,899,9
1015,900,8
1218,224,10
1931,901,10
452,902,9
2041,641,10
271,33,7
3632,532,8
2748,903,7
2349,98,9
339,741,8
2981,3,9
280,137,9
1745,692,6
3926,639,6
2181,904,7
1872,905,4
3104,381,8
84,906,8
3428,907,5
1170,633,7
2926,273,7
1353,908,10
1523,732,6
967,105,9
1914,255,7
2143,295,10
2281,667,5
3779,909,10
2932,910,8
2042,911,9
3771,10,9
2038,912,7
2533,373,8
1200,913,9
553,215,9
284,914,9
3264,184,7
3065,915,8
2370,916,10
3472,212,7
1240,821,7
3228,917,8
3189,397,10
3015,918,7
2501,638,9
3065,105,8
3097,919,8
2712,363,9
3204,857,10
721,920,7
1733,921,8
1414,572,7
143,235,8
1258,602,8
2191,561,10
3519,135,8
2087,162,6
1052,922,8
4007,923,6
726,924,7
404,481,7
1296,58,10
568,925,8
2564,366,9
2370,216,10
3945,926,6
292,735,8
1235,707,7
821,268,7
3029,927,9
2990,928,8
2511,314,8
3244,100,9
276,929,9
3639,930,7
1555,147,8
2623,122,7
777,931,7
980,2,8
3137,670,8
2620,594,8
474,932,8
2696,933,7
3945,782,6
3068,934,9
1843,417,8
3472,302,7
1733,935,4
450,936,10
679,433,9
2256,937,8
452,10,10
3556,938,7
3358,50,9
1142,61,8
199,626,10
2713,626,8
915,939,8
3480,940,10
3648,891,7
1999,411,5
706,649,9
522,196,8
1839,242,6
616,250,8
929,524,5
3572,137,10
166,941,9
235,942,4
875,943,7
1435,138,6
2065,944,4
912,88,10
2297,885,5
3203,945,9
3099,761,8
2512,946,6
2817,713,8
2940,804,6
3174,947,9
1502,255,8
3343,948,7
996,588,7
3260,651,7
2556,645,10
3098,29,7
785,949,9
991,950,5
1552,181,8
3194,951,8
129,952,9
1418,134,7
3209,953,3
3500,954,7
933,939,8
2172,499,7
1904,171,8
3828,955,9
2681,956,10
1037,957,8
2602,46,9
2587,958,9
3489,101,10
252,142,8
353,959,8
2772,353,8
2096,94,10
3053,591,8
1374,313,8
3289,960,7
1332,114,7
452,961,7
3039,962,7
3434,636,7
3149,963,8
818,314,9
46,53,8
1386,964,10
1320,907,6
454,965,9
3712,906,5
2180,966,10
1153,967,7
3827,649,9
1663,968,10
2134,969,9
489,652,10
2943,240,8
3510,233,8
3945,970,7
31,971,8
11,972,8
882,973,7
1973,39,10
1269,469,10
2004,216,10
1702,974,6
776,425,7
892,937,10
3847,975,7
3734,976,6
3395,977,6
3982,978,9
2974,824,8
3169,391,8
38,586,9
3026,895,9
1071,979,10
73,980,8
240,949,7
3096,628,7
1525,981,10
1728,982,7
3686,586,10
3059,353,10
1253,983,10
2700,870,6
3771,386,8
25,464,10
2019,314,8
2977,984,7
2753,532,10
741,891,9
1415,985,7
292,207,9
355,906,8
746,986,6
2310,987,8
1373,780,7
143,988,9
1928,987,10
3510,572,10
974,989,7
2627,847,8
10,990,7
3735,230,6
2552,965,10
3859,53,9
150,587,8
73,991,6
4050,948,8
965,418,9
1808,234,6
3039,605,8
3518,992,10
2712,993,8
1991,821,10
2020,233,9
997,994,7
3446,995,8
3748,548,6
698,469,7
2323,555,7
1184,459,9
1235,355,3
3048,910,7
252,996,6
740,438,9
441,42,8
2520,997,8
3143,998,9
2749,360,7
2451,999,7
1343,1000,9
3319,910,10
3431,947,10
413,1001,9
3376,239,7
2781,460,7
1625,1002,7
3051,167,9
738,1003,7
3395,1004,5
2531,917,9
751,207,9
2741,242,5
918,282,10
444,1005,8
1517,847,5
2940,1006,6
3174,1007,6
1758,1008,9
1165,11,9
1085,933,7
515,1009,7
181,1010,9
3394,585,8
1443,75,10
3288,1011,6
3532,969,8
2888,1012,8
113,941,8
3362,875,7
802,1013,8
1978,784,10
1538,1014,7
2322,984,10
2421,1015,8
3240,188,9
3143,1016,7
577,531,8
3346,1017,6
2320,312,6
3151,1018,9
240,1019,7
2992,1020,6
2840,44,7
2567,591,7
201,137,9
2152,1021,8
3890,225,9
1197,1022,10
444,1023,8
3169,363,8
1875,646,7
2893,1024,8
2221,415,10
201,685,8
2932,1025,8
118,503,7
1936,46,9
373,860,3
4017,690,8
2663,604,9
3012,380,8
2726,1026,7
2597,461,7
2909,98,9
738,484,7
3540,1027,9
2572,16,9
3855,109,9
1208,941,8
2597,327,9
941,1028,8
802,1029,10
462,1030,10
1035,1031,1
169,1032,7
6,863,6
1692,675,9
1860,1033,9
482,804,7
2448,1034,8
1685,1035,8
2757,639,7
802,1036,8
2279,1003,9
526,268,8
3403,24,8
1104,855,7
945,875,10
2822,255,9
2019,25,7
459,224,9
3124,572,10
3519,178,8
2838,857,9
2762,964,8
2434,657,5
452,540,8
837,1037,7
1986,1038,6
2135,681,7
2512,314,8
46,1039,7
3411,823,7
495,1040,6
2594,653,9
1642,143,7
2894,79,9
335,199,10
987,253,9
3200,404,10
2566,1027,7
3435,641,9
60,317,9
1177,6,8
3139,10,7
581,79,10
2360,744,5
3822,492,8
2763,781,8
1879,312,9
1000,1041,9
1104,907,7
3945,1042,7
1041,1043,3
1877,682,7
3314,1044,7
3395,887,5
3573,280,9
4039,1045,5
1389,1046,7
2322,16,9
765,1047,9
169,1048,6
189,542,8
2511,668,7
3357,346,7
3785,411,7
3575,314,9
3165,1049,5
1197,1050,10
143,1051,9
3673,1052,8
2091,367,10
1559,464,10
355,198,10
1978,1053,8
3820,175,7
132,587,10
3151,1054,8
3675,870,8
2915,374,8
2974,412,8
2554,268,10
637,250,9
3574,367,7
3047,827,8
252,1055,8
528,591,10
2572,1056,7
2368,665,8
3413,261,8
3378,1057,10
1040,271,8
207,657,7
2552,1058,6
240,1059,8
3274,1060,7
1061,1061,9
1488,1062,6
2361,1063,3
3683,1064,7
1003,547,9
1382,49,10
1828,509,8
3369,619,7
2907,1065,7
894,1066,5
3963,704,6
1421,965,8
2511,671,8
3893,540,7
3357,1067,7
3228,1068,10
801,23,8
173,184,8
782,11,10
1676,492,9
2566,1069,7
2324,84,9
3351,352,7
2103,815,8
1545,177,8
1468,15,9
2909,261,9
2747,143,9
1848,167,10
1692,1070,8
3576,279,10
584,399,10
301,843,7
2597,1071,7
2994,663,10
941,1072,9
743,137,8
2255,1073,8
2242,736,9
3861,84,8
2954,162,8
2623,241,9
31,1074,9
1915,155,7
2601,503,7
4021,795,10
721,1075,10
3481,785,9
226,912,9
474,1076,6
203,1077,6
3517,1078,7
199,1079,10
1113,22,5
1489,1080,8
451,483,7
790,785,7
3275,477,8
2175,437,7
2893,1081,8
1911,312,9
489,191,7
1731,1082,8
785,360,8
96,88,8
637,1083,7
2583,1084,8
73,81,8
3469,98,10
708,943,8
2954,1085,7
1620,1086,6
2216,458,10
358,1087,8
2819,1088,7
1961,1089,10
2583,816,7
143,1090,7
3151,1091,7
1474,170,6
1365,830,10
281,57,7
1771,19,8
3639,657,8
76,1092,8
3879,265,8
353,277,9
3086,98,10
3938,1093,7
2566,1094,8
336,51,8
3368,217,7
409,1095,9
2150,236,4
3083,1096,8
873,317,10
2926,1097,6
474,962,7
695,1098,5
451,236,8
1153,1099,7
865,360,6
2990,1100,5
2826,686,9
3771,620,9
2695,214,5
322,367,7
1100,356,6
2502,887,6
3326,422,7
1764,475,7
638,55,8
3120,138,7
1075,1101,8
3764,992,10
639,827,7
880,1102,9
519,84,10
1493,1103,7
2932,1104,7
3748,1105,9
3053,750,9
2585,26,8
1886,1106,10
3330,952,9
3112,960,10
3580,690,9
599,1107,6
1156,5,10
2932,1108,7
1473,704,6
2170,360,7
3773,682,8
758,433,9
1676,824,9
2887,1109,7
3686,309,9
638,98,10
4046,570,7
998,828,8
1386,329,8
3005,1110,10
2545,1111,8
2028,695,6
3039,259,8
859,1112,5
2460,1074,8
3154,587,9
2618,1113,9
3378,416,10
941,1114,8
2657,643,8
3519,11,9
1964,1115,5
3765,1116,8
965,1117,6
713,1118,7
1957,1119,7
3069,1120,9
811,618,7
761,649,9
3015,240,9
4050,1121,8
2442,639,7
2802,23,5
2401,658,10
2120,366,6
3515,88,8
1000,1122,8
1951,51,7
1493,1123,5
124,359,1
2919,1124,8
4036,1125,4
471,653,10
584,134,6
1845,174,8
1465,371,10
203,1126,9
85,857,7
1371,1055,8
2,619,6
2549,138,7
2438,1127,6
2055,1128,10
3449,570,10
628,1129,7
485,798,8
3143,360,8
997,1130,3
890,546,9
1759,1131,7
1517,667,8
2974,371,8
1863,513,6
434,1132,6
1198,143,9
80,1133,9
4027,273,9
317,552,8
317,1134,9
753,17,9
251,743,7
2188,216,8
3141,1135,10
746,547,7
1830,68,8
3330,1136,9
3892,282,7
1783,1137,8
3193,1138,5
1032,329,8
2195,1139,7
2317,42,10
1989,1062,7
317,31,9
3989,1140,6
752,618,9
3501,268,8
2623,1141,10
143,1077,7
3080,612,10
3267,824,10
1343,1142,5
1432,1143,9
1967,180,8
1075,276,9
1421,217,10
3813,1110,9
1036,1144,7
1893,1109,7
2662,866,10
1913,643,6
379,284,4
3048,937,6
3973,1145,7
2189,1146,7
639,1147,7
3212,1148,8
4051,196,8
3526,17,8
1999,1149,9
2331,1150,8
3673,1151,7
72,366,8
